Name    Type    Address  Phone  Link
TRUNG TÂM NGOẠI NGỮ IZONE (TRỤ SỞ CHÍNH)	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · 4 Ng. 95 P. Hoàng Cầu	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 1900 636682	https://www.izone.edu.vn/
Trung tâm ngoại ngữ PLC Hải Phòng	Trường học	VP34+7VG	0834 862 522	None
Trung Tâm Ngoại Ngữ Hải Phòng	Trường ngoại ngữ	49 P. Trần Phú	0225 3836 302	https://ttnnhp.com.vn/
Trung Tâm Ngoại Ngữ ACE	Trường học	142 Ngô Gia Tự	Đã đóng cửa ⋅ Mở lúc 8:15 Th 6 · 0225 3833 777	http://ace-language.edu.vn/
Trung tâm học Tiếng Trung, Tiếng Đức, Tiếng Hàn Hải Phòng AMANDA	Trường ngoại ngữ	Đã hoạt động hơn 5 năm · 44 P. Nguyễn Tất Tố	Mở cả ngày · 0392 609 699	https://www.facebook.com/ngoainguhaiphongamanda
Trung tâm luyện thi IELTS - HP English Campus	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · 912 P. Thiên Lôi	Mở cả ngày · 0225 7301 222	None
Trung tâm tin học văn phòng - ngoại ngữ Hải Phòng AMANDA	Trung tâm đào tạo	Đã hoạt động hơn 7 năm · 46 P. Nguyễn Tất Tố	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0965 113 913	http://daotaovieclam.edu.vn/
Trung tâm Ngoại ngữ Đặng Tuấn	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · 22 Ngõ 43 Nguyễn Tường Loan	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0225 3785 434	None
Trung tâm Ngoại ngữ Berlin	Trường ngoại ngữ	Đã hoạt động hơn 3 năm · 266 P. Trần Nguyên Hãn	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0936 944 489	None
PhonicsPlay English Center - TRUNG TÂM TIẾNG ANH HÀNG ĐẦU TẠI AN DƯƠNG HẢI PHÒNG	Trường dạy tiếng Anh	Đã hoạt động hơn 3 năm · Hoang Huy, LK1-46 Pruska	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0343 351 689	http://phonicsplay.edu.vn/
Trung Tâm Anh Ngữ MES-Luyện IELTS Hải Phòng	Trung tâm trường học	tòa nhà Lê Phạm (LP building, Tầng 8, 100 P. Tô Hiệu	Đã đóng cửa ⋅ Mở lúc 8:30 Th 6 · 0931 596 990	https://www.facebook.com/hocielts.captoc.haiphong/
Candy English - Trung Tâm Anh Ngữ Trẻ Em (cơ sở Vin Imperia)	Trường dạy tiếng Anh	Manhattan 09-01	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0985 546 751	https://candyenglish.vn/
Tiếng Trung Xiao Ling Hải Phòng	Trường dạy tiếng Trung Quốc	464 Lạch Tray	Mở cả ngày · 0988 600 399	None
IELTS Fighter - Ms Hoa Junior Lạch Tray, Hải Phòng	Trường ngoại ngữ	Đã hoạt động hơn 3 năm · 428 Lạch Tray	Đã đóng cửa ⋅ Mở lúc 8:30 Th 6 · 0225 6291 888	https://ielts-fighter.com/
TT NGOẠI NGỮ SCET HẠ LÝ HẢI PHÒNG	Trường dạy tiếng Anh	Đã hoạt động hơn 5 năm · Lô 29 khu 80	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0948 886 079	https://englishscet.com/
Trung tâm Tiếng Anh CES Hải Phòng	Trường dạy tiếng Anh	Đã hoạt động hơn 5 năm · 184 Trung Lực	Đã đóng cửa ⋅ Mở lúc 9:00 Th 6 · 0948 849 918	None
Pingu’s English Hải Phòng	Trường ngoại ngữ	Đã hoạt động hơn 5 năm · BH06-31, Manhattan 20	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0762 410 667	https://pingusenglish.vn/
Trung Tâm Anh Ngữ Candy English - Trung Lực	Trường dạy tiếng Anh	115 Trung Lực	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0985 546 751	https://candyenglish.vn/
Trung tâm Ngoại ngữ - Tin học Hải phòng TOMATO	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · 292 Lạch Tray	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0964 299 222	https://ngoaingutomato.edu.vn/
Tiếng Trung Diên An - Dien An Chinese	Trường dạy tiếng Trung Quốc	60 Ng.271	Mở cả ngày · 0349 665 603	https://www.facebook.com/share/1AeBPXoUXY/?mibextid=wwXIfr
Trung Tâm Ngoại Ngữ Đăng Lâm Academy	Trường ngoại ngữ	Căn TMDV 04, 2A Đ. Hồng Bàng	Đã đóng cửa ⋅ Mở lúc 7:00 Th 6 · 0849 476 862	https://www.facebook.com/TrungTamNgoaiNguDangLamAcademy
Trung tâm Anh ngữ FEC – Hải Châu, Đà Nẵng	Trường ngoại ngữ	Đã hoạt động hơn 7 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0905 788 108	https://fec.edu.vn/
ICLS Đà Nẵng - Trung tâm tiếng Hàn	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:30 Th 6 · 0236 3695 506	https://www.iclsdanang.net/
Trung tâm Anh ngữ Quốc tế BLUE DIAMOND ( Đà Nẵng)	Trường ngoại ngữ	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:30 Th 6 · 0236 7301 929	https://bluediamond.edu.vn/
Trung tâm Anh Ngữ AMA Đà Nẵng	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0236 3821 821	http://amadanang.edu.vn/
Trung tâm Anh ngữ IRIS English	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0236 6566 688	https://iris.edu.vn/
MS NGUYEN Da Nang English Center - Dạy kèm TIẾNG ANH Đà Nẵng	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0707 111 194	None
Tiếng Anh Ms. Linh ESL Đà Nẵng	Trường dạy tiếng Anh	Đã hoạt động hơn 5 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0947 083 664	https://www.facebook.com/HocTiengAnh.HieuQua.TalkTune.MsLinhESL.LinhSpire/
Trung tâm Anh ngữ EMMA Đà Nẵng	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0973 407 555	http://www.emmaenglishschool.com/
Trung tâm Anh ngữ EduPath - Đà Nẵng	Trường ngoại ngữ	Đã hoạt động hơn 15 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0902 990 268	https://testprep-edupath.org.vn/
Trung tâm Ngoại ngữ Pasal - Đống Đa	Trường dạy tiếng Anh	Đã hoạt động hơn 5 năm · 146 P. Tây Sơn	Đã đóng cửa ⋅ Mở lúc 8:15 Th 6 · 0969 620 486	https://pasal.edu.vn/
Trung Tâm Tiếng Anh EBest	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 9:00 Th 6 · 0236 6567 811	http://ebest.edu.vn/
Trung Tâm Anh Ngữ Liam English	Trường ngoại ngữ	Đã hoạt động hơn 7 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 15:00 Th 6 · 0961 917 376	None
Trung tâm luyện thi IELTS DOL Đình Lực Đà Nẵng	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 9:00 Th 6 · 1800 969639	https://www.dolenglish.vn/
Hệ Thống Anh Ngữ Focus Learning	Trường ngoại ngữ	Đà Nẵng	0869 608 396	https://focus.edu.vn/
Trung Tâm Anh Ngữ Language Link	Trường dạy tiếng Anh	Đã hoạt động hơn 5 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0236 3687 268	https://danang.llv.edu.vn/
Trung tâm tiếng anh Lotus ENGLISH	Trường dạy tiếng Anh	Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0913 585 893	None
Idea Zone - Tiếng Anh giao tiếp thực tế	Trường dạy tiếng Anh	Đã hoạt động hơn 3 năm · Toà nhà Vân Nam, 26 Đ. Láng	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0969 117 659	None
Trung tâm tiếng Anh Language Link Academic Hoàng Đạo Thúy	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · Tòa nhà 34T, P. Hoàng Đạo Thúy	Đã đóng cửa ⋅ Mở lúc 8:30 Th 6 · 024 6256 6888	https://llv.edu.vn/
Anh Ngữ Aten Đà Nẵng - Tiếng Anh Giao Tiếp	Trường dạy tiếng Anh	Đã hoạt động hơn 10 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 8:30 Th 6 · 0905 771 900	https://aten.edu.vn/
Trung Tâm Anh Ngữ The English Lab	Trường dạy tiếng Anh	Đã hoạt động hơn 3 năm · Đà Nẵng	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0935 320 993	https://theenglishlab.vn/
Trung tâm Anh Ngữ Gia Việt trụ sở chính	Tổ chức giáo dục	39 Đ. Mậu Thân	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0292 3831 000	http://www.giaviet.edu.vn/
CB CẦN THƠ - HỆ THỐNG TRUNG TÂM NGOẠI NGỮ CB CENTRES	Trường ngoại ngữ	Số 41 Đ. Cách Mạng Tháng 8	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0292 2235 858	https://cbcentres.com/
TIẾNG HOA ĐẠI THÀNH CẦN THƠ	Trường ngoại ngữ	16S Đ.Đinh Công Tráng	Mở cả ngày · 0906 666 034	https://www.facebook.com/TiengHoaDaiThanh/
Trung tâm Ngoại ngữ Quốc tế DEC	Trung tâm giáo dục	43 Đ. Nguyễn Hiền	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0906 777 603	http://www.ngoaingudec.com/
Trung tâm Ngoại ngữ Trường Đại học Cần Thơ	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · 3/2 Cổng C, Đại học	Đã đóng cửa ⋅ Mở lúc 7:00 Th 6 · 0292 3830 617	http://cfl.ctu.edu.vn/
Trung Tâm Ngoại Ngữ FME - Fabulous Mekong	Trường ngoại ngữ	Đã hoạt động hơn 3 năm · 162/42a Đ. Nguyễn Việt Hồng	Đã đóng cửa ⋅ Mở lúc 9:00 Th 6 · 0292 7303 738	https://fme.edu.vn/
Trung Tâm Ngoại Ngữ AEE- Tiếng Anh Cần Thơ - Tiếng Anh Giao Tiếp	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · 27-28 lô U23, KĐT Miền Nam	Mở cả ngày · 0939 655 309	None
Trung Tâm ngoại ngữ Minh Anh	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · 37 Đ. Nguyễn Hiền	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0917 366 108	None
Trung Tâm Ngoại Ngữ New Windows	Trường học	229 Đ. 3 Tháng 2	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0292 6546 567	http://www.newwindows.edu.vn/
Trung tâm Anh ngữ Gia Việt Chi Nhánh 30/04	Trung tâm giáo dục	Đã hoạt động hơn 3 năm · 545 Đ. 30 Tháng 4	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0292 2209 000	None
Wiser English - Luyện Thi TOEIC, B1 VSTEP, Anh Văn Giao Tiếp Cần Thơ	Trường dạy tiếng Anh	Đã hoạt động hơn 3 năm · Số 30 Đường B18	Đã đóng cửa ⋅ Mở lúc 16:00 Th 6 · 0766 800 668	None
Trung Tâm Anh Ngữ Quốc Tế HQ	Tổ chức giáo dục	611 Đ. 30 Tháng 4	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0292 3783 591	None
Anh Ngữ AMES Cần Thơ	Trường dạy tiếng Anh	Đã hoạt động hơn 10 năm · 33 Đ. Lý Tự Trọng	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0292 3735 155	https://ames.edu.vn/
Trung tâm Anh ngữ ILA	Trường dạy tiếng Anh	36A - 38B Nguyễn Trãi	Đã đóng cửa ⋅ Mở lúc 0:30 Th 6 · 0292 7305 668	https://ila.edu.vn/
Trung Tâm Anh Ngữ Âu Việt Mỹ Cần Thơ	Tổ chức giáo dục	178 Đ. 3 Tháng 2	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0762 862 789	https://evus.edu.vn/
Trung Tâm Anh Ngữ Việt Mỹ VATC Cần Thơ	Tổ chức giáo dục	84 Đ. Mậu Thân	Đã đóng cửa ⋅ Mở lúc 7:00 Th 6 · 0292 3832 045	https://www.facebook.com/anhnguvatccantho
Trung Tâm Anh Ngữ Nam Phương - NPC	Trường ngoại ngữ	Đã hoạt động hơn 7 năm · 56 Đ. Nam Cao	Đã đóng cửa ⋅ Mở lúc 8:00 Th 6 · 0292 3730 834	http://www.anhngunamphuong.com/
Talk to Miss Lan English Center	Trường dạy tiếng Anh	Đã hoạt động hơn 10 năm · 45 Đ. Lý Thái Tổ	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0908 805 030	http://misslanenglish.com/
Trung tâm Anh ngữ ILA - Tầng 3 Vincom Xuân Khánh (Cần Thơ)	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · Vincom Xuân Khánh, 209 Đ. 30 Tháng 4	Đã đóng cửa ⋅ Mở lúc 10:00 Th 6 · 0292 7302 526	https://ila.edu.vn/
Tiếng Nhật Cần Thơ - Nhật Ngữ Minh Lan	Trường ngoại ngữ	Đã hoạt động hơn 7 năm · 09 Đ. Mậu Thân	Đã đóng cửa ⋅ Mở lúc 7:30 Th 6 · 0931 863 496	https://nhatngucantho.com/
Trung tâm tiếng Trung ChineMaster	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · 1 Ng. 48 P. Tô Vĩnh Diện	Mở cả ngày · 0904 684 983	https://chinemaster.com/
Trung tâm Nhật ngữ (Trường Ngôn Ngữ Sài Gòn)	Trường ngoại ngữ	Đã hoạt động hơn 15 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3933 0773	http://www.saigonlanguage.com/
Tiếng Anh giao tiếp Langmaster	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · 179 Đ. Trường Chinh	Đã đóng cửa ⋅ Mở lúc 8:30 · 0962 152 228	http://langmaster.edu.vn/
Trung tâm học tiếng Đức - Chuyên Ngữ Đức	Trường ngoại ngữ	Đã hoạt động hơn 20 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3844 7542	https://www.germancenter-st.com/
CHI NHÁNH 2-Trung Tâm Ngoại Ngữ Đại học Sư phạm TP.HCM	Trường ngoại ngữ	Đã hoạt động hơn 35 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:30 · 0903 955 881	http://www.cn2sp.edu.vn/
Ehouse English Center - Trung tâm tiếng Anh Quận 1, TP.HCM	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0906 911 022	None
Trung Tâm Ngoại Ngữ ILI	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 7:00 · 028 3977 8989	http://www.ili.edu.vn/
Premier Anh Ngữ Thượng Đỉnh Cơ Sở 01	Trường dạy tiếng Anh	Đã hoạt động hơn 10 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 3818 1403	https://www.premier.edu.vn/
SG - Learning English Center	Trường dạy tiếng Anh	Đã hoạt động hơn 3 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:30 · 0937 571 583	https://sglearningenglish.edu.vn/
Anh ngữ Halo 1	Trường dạy tiếng Anh	Đã hoạt động hơn 7 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0765 482 302	https://haloenglish.edu.vn/
PHUONG NAM EDUCATION	Trường ngoại ngữ	Đã hoạt động hơn 10 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3925 6284	http://www.phuongnameducation.com/
Tiếng Đức RUBIN	Trường ngoại ngữ	Đã hoạt động hơn 5 năm · 39a Ng. 279 P. Đội Cấn	Đang mở cửa ⋅ Đóng cửa lúc 6:00 · 0936 164 418	https://tiengducrubin.com/
Allezy - Tiếng Pháp Online Số 1 Việt Nam	Tổ chức giáo dục	32-34 P. Đặng Văn Ngữ	Đã đóng cửa ⋅ Mở lúc 9:00 · 024 7770 0966	https://allezy.vn/
WESET English Center - Chi nhánh Trần Hưng Đạo	Trường ngoại ngữ	Đã hoạt động hơn 7 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 028 3838 3877	https://weset.edu.vn/
VLS - Vietnamese Language Studies	Trường ngoại ngữ	Đã hoạt động hơn 30 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0909 581 787	None
Hệ Thống Ngoại ngữ Tuấn Anh TAEC Gò Vấp	Trung tâm giáo dục	Đã hoạt động hơn 10 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 9:00 · 0902 386 332	http://taec.edu.vn/
Trung Tâm Tiếng Đức Nhân Tâm	Trường học	Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0973 564 242	http://tiengducnhantam.edu.vn/
Viện Goethe Thành phố Hồ Chí Minh	Trung tâm văn hoá	Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:30 · 028 3832 6716	http://www.goethe.de/vietnam
Trung tâm Đào tạo, Bồi dưỡng Kiến thức Ngoại giao và Ngoại ngữ	Trường ngoại ngữ	Đã hoạt động hơn 25 năm · Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 7:30 · 028 3932 5830	http://www.cefalt.edu.vn/
IECS - Trung tâm tiếng Đức Quận Bình Thạnh	Trường dạy tiếng Đức	Hồ Chí Minh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0968 999 153	https://iecs.vn/
British Vietnamese International School Hanoi	Trường quốc tế	Royal City, 72A Đ. Nguyễn Trãi	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 6266 8800	https://www.nordangliaeducation.com/bvis-hanoi?utm_source=google&utm_medium=organic&utm_campaign=Yext_GBM_SEA004_10496910&y_source=1_MTA0OTY5MTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
True North International School	Trường quốc tế	Lô TH03	Đã đóng cửa ⋅ Mở lúc 8:00 · 0944 359 393	https://truenorth.edu.vn/
Hanoi International School (HIS)	Trường học	48 P. Liễu Giai	024 3832 7379	https://www.hisvietnam.com/
SenTia School	Trường học	19 P. Tố Hữu	Mở cả ngày · 0906 288 849	http://sentiaschool.edu.vn/
Dwight School Hanoi	Trường học	Nguyễn Xiển	Đã đóng cửa ⋅ Mở lúc 7:50 · 024 7300 6300	http://www.dwighthanoi.org/
Trường Quốc tế Liên Hợp Quốc Hà Nội	Tổ chức giáo dục	G9	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 7300 4500	https://www.unishanoi.org/
Ivy Global School	Trường học	27 Lê Văn Lương Hà Nội	Đã đóng cửa ⋅ Mở lúc 8:30 · 0898 083 111	https://vn.ivyglobalschool.org/
Trường Quốc tế Parkcity Hanoi (ISPH) - The International School @ ParkCity Hanoi	Trường quốc tế	ParkCity Hanoi, Đường, Đ. Lê Trọng Tấn	Đã đóng cửa ⋅ Mở lúc 8:00 · 0934 455 228	https://isph.edu.vn/
Westlink International School Hanoi	Trường quốc tế	Đường Gia Vinh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0865 777 900	https://westlink.edu.vn/
Trường song ngữ Quốc tế Hanoi Academy	Trường quốc tế	172 Đ. Nguyễn Hoàng Tôn	Đã đóng cửa ⋅ Mở lúc 7:30 · 0986 940 909	http://hanoiacademy.edu.vn/
Hanoi Toronto School	Trường quốc tế	Ô TH3, khu Đô thị Đông Nam Trần Duy Hưng, phố Đ. Hoàng Minh Giám	Đã đóng cửa ⋅ Mở lúc 8:00 · 0869 111 800	https://hanoitorontoschool.edu.vn/
Trường St. Mary's International	Trường quốc tế	P. Trần Kim Xuyến	Mở cả ngày · 024 3203 2008	None
Trường Quốc Tế Nhật Bản (JIS)	Trường học	84A P. Nguyễn Thanh Bình	Đã đóng cửa ⋅ Mở lúc 8:00 · 0979 860 088	http://www.jis.edu.vn/
Singapore International School (Van Phuc)	Trường quốc tế	46 P. Vạn Bảo	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 7304 2777	http://vanphuc.sis.edu.vn/
Trường TH School	Trường học tư nhân	4-6, P. Chùa Bộc	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 7309 2255	https://www.thschool.edu.vn/
American Montessori International School - AMIS Trung Hòa	Trường mầm non	Tầng 1, nhà 25T1, cụm N05, phố Hoàng Đạo Thúy, Cầu Giấy, Hà Nội	0908 875 550	None
St. Paul American School Hanoi	Trường quốc tế	Splendora New Urban, Trường Quốc tế Việt Mỹ, CT03	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 3399 6464	https://stpaulhanoi.com/
Trường Quốc tế Anh BIS Hà Nội	Trường quốc tế	Vinhomes Riverside, Hoa Lan	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 3946 0435	https://www.nordangliaeducation.com/bis-hanoi?utm_source=google&utm_medium=organic&utm_campaign=Yext_GBM_SEA002_10496908&y_source=1_MTA0OTY5MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
American Montessori International School - AMIS CT8 The Emerald	Trường học	The Emerald - CT8	Đang mở cửa ⋅ Đóng cửa lúc 5:30 · 0966 303 008	http://www.ams.edu.vn/
Trường Tiểu học Song ngữ Brendon	Trường tiểu học	Lô T2, Ng. 54 Lê Văn Lương	Đang mở cửa ⋅ Đóng cửa lúc 5:00 · 024 3556 0150	http://www.brendon.edu.vn/
Trường quốc tế QSI Hải Phòng	Trường học	CC2 KĐT, Mê Linh	Đã đóng cửa ⋅ Mở lúc 8:00 · 0225 3814 258	http://haiphong.qsi.org/
The Dewey Schools Hải Phòng	Trường học	Đường 11, Khu đô thị Sao Đỏ, Anh Dũng 2 Phường Anh Dũng Quận Dương Kinh Thành phố	Đã đóng cửa ⋅ Mở lúc 7:00 · 0355 888 111	https://thedeweyschools.edu.vn/co-so/dewey-hai-phong/
Singapore International School (Hai Phong)	Trường quốc tế	54-1B Võ Nguyên Giáp	Đã đóng cửa ⋅ Mở lúc 8:00 · 0225 7300 777	http://lechan.sis.edu.vn/
Gateway International School Hải Phòng	Trường học	136 Mạc Quyết	Đã đóng cửa ⋅ Mở lúc 8:00 · 0225 7300 009	https://thedeweyschools.edu.vn/
Trường quốc tế Shattuck-St. Mary's School	Trường quốc tế	Tổ dân phố 1, Trà Khê, phường Anh Dũng, quận Dương Kinh, thành phố Hải Phòng, Việt Nam Hai Phong	Đã đóng cửa ⋅ Mở lúc 8:00 · 0706 817 655	https://s-smvn.org/
Trường mầm non Sakura Schools Dương Kinh - Hải Phòng	Trường mầm non	Đường 11, Khu đô thị Sao Đỏ Anh Dũng 2	Đã đóng cửa ⋅ Mở lúc 7:30 · 0225 7300 015	https://sakuramontessori.edu.vn/hai-phong/
Trường THPT Hữu Nghị Quốc Tế	Tổ chức giáo dục	36 Đ. Dân Lập	Đã đóng cửa ⋅ Mở lúc 7:30 · 0869 721 616	https://highschool.hns.edu.vn/
Trường mầm non Sakura Schools Lương Khánh Thiện - Hải Phòng	Trường mầm non	Lô CC khu 106, P. Lương Khánh Thiện	Đã đóng cửa ⋅ Mở lúc 7:30 · 0225 7300 015	https://sakuramontessori.edu.vn/sakura-montessori-luong-khanh-thien-hai-phong/
Trường TH&THCS Hữu Nghị Quốc Tế	Trường học	50 Đ. Quán Nam	Đã đóng cửa ⋅ Mở lúc 7:15 · 0968 599 090	http://hns.edu.vn/
Trường Mầm Non Hữu Nghị Quốc Tế	Trường mầm non	50 Đ. Quán Nam	0225 3764 827	None
Singapore International School (Van Phuc)	Trường quốc tế	Hà Nội	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 7304 2777	http://vanphuc.sis.edu.vn/
Trung tâm Du Học Hàn Quốc ở Hải Phòng | Du Học BA	Trung tâm giáo dục	82 Đặng Mala	Đã đóng cửa ⋅ Mở lúc 7:30 · 0942 934 796	https://duhocba.com/
Trung tâm luyện thi IELTS - HP English Campus	Trường dạy tiếng Anh	912 P. Thiên Lôi	Mở cả ngày · 0225 7301 222	None
British Vietnamese International School Hanoi	Trường quốc tế	Hà Nội	Đã đóng cửa ⋅ Mở lúc 8:00 · 024 6266 8800	https://www.nordangliaeducation.com/bvis-hanoi?utm_source=google&utm_medium=organic&utm_campaign=Yext_GBM_SEA004_10496910&y_source=1_MTA0OTY5MTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Tư vấn du học Hàn Quốc - Nhật Bản TOMATO Hải Phòng	Trường quốc tế	290 Lạch Tray	Đã đóng cửa ⋅ Mở lúc 8:00 · 0964 299 222	https://ngoaingutomato.edu.vn/
Shalom International School	Trường học	Tạm thời đóng cửa · 0936 575 444	None	None
Trường Quốc Tế Hoa Kỳ APU (APU American International School)	Trường học	299 Đường Trần Đại Nghĩa	Đã đóng cửa ⋅ Mở lúc 9:00 · 0236 3928 664	http://www.apu.edu.vn/
Singapore International School (Danang)	Trường học tư nhân	New Urban Area, Vùng Trung 3	Đã đóng cửa ⋅ Mở lúc 8:00 · 0236 7301 777	https://danang.sis.edu.vn/
The St. Nicholas School	Trường học	458 Nguyễn Hữu Thọ	Đã đóng cửa ⋅ Mở lúc 8:00 · 0931 972 972	https://sns.edu.vn/
UK Academy Đà Nẵng	Trường học	1/2B Tôn Thất Đạm	Đang mở cửa ⋅ Đóng cửa lúc 5:30 · 0896 466 988	https://uka.edu.vn/
Odyssey International School	Trường học	Lô A1	Đã đóng cửa ⋅ Mở lúc 8:00 · 0235 3711 678	http://www.odyssey.edu.vn/
Trường Sky-Line Central (Sky-Line Cơ sở 2)	Trường học	48 Nguyễn Du	Đã đóng cửa ⋅ Mở lúc 7:30 · 0236 3568 777	http://skylineschool.edu.vn/
Sky-Line School	Trường học	4 Trần Đăng Ninh	0236 3787 777	http://www.skylineschool.edu.vn/
Yarra International Kindergarten in Danang	Trường mẫu giáo	2 Lê Hữu Khánh	Đã đóng cửa ⋅ Mở lúc 7:30 · 0766 010 622	http://www.yarra.edu.vn/
Trường Cao đẳng Quốc tế Pegasus	Trường cao đẳng/đại học tư thục	Vùng Trung 3	Đã đóng cửa ⋅ Mở lúc 8:30 · 0236 7301 555	http://www.pegasus.edu.vn/
International Montessori School of Danang	Trường Montessori	67 Lê Quang Sung	Đã đóng cửa ⋅ Mở lúc 8:00 · 0799 444 466	None
ICLS Đà Nẵng - Trung tâm tiếng Hàn	Trường ngoại ngữ	169 Tố Hữu	Đã đóng cửa ⋅ Mở lúc 8:30 · 0236 3695 506	https://www.iclsdanang.net/
Hệ thống Giáo dục Sky-line	Tổ chức giáo dục	Nguyễn Lộ Trạch	Đã đóng cửa ⋅ Mở lúc 7:00 · 0236 3787 779	http://www.skyline.edu.vn/
